	prefix	input_text	target_text
5757	5757	lúa màu hè vàng	438
5758	5758	quê làng mưa	184
5759	5759	trăng bóng	239
5760	5760	thơ vàng lá nắng	1401
5761	5761	gió mây hồn mắt	302
5762	5762	bờ sông môi trầu	1897
5763	5763	sương mây	1825
5764	5764	bờ tre tiếng	1552
5765	5765	áo hoàng_hôn chùa đường miền	590
5766	5766	sương trăng	1288
5767	5767	rừng gió	1069
5768	5768	sông bến thơ dòng	1772
5769	5769	mùa làng chiều	1056
5770	5770	rừng hoa hè sương quê chiều miền	1875
5771	5771	đất_trời trăng đêm	2169
5772	5772	hương hoa cau vườn bến duyên trầu	1733
5773	5773	xuân mùa cỏ nắng	450
5774	5774	hồng mây	2558
5775	5775	cánh màu diều nắng tiếng miền	21
5776	5776	lối trăng bóng	929
5777	5777	hạt biển chiều vương	1029
5778	5778	vai lá hồn	45
5779	5779	gió quê trưa hồn	1628
5780	5780	phố bờ	1573
5781	5781	cánh trăng mắt	1807
5782	5782	chân cỏ	425
5783	5783	thềm hoa xuân đường nắng	1667
5784	5784	sông tiếng vương dòng	1412
5785	5785	bến dòng	1712
5786	5786	lối sông đường sóng dòng	916
5787	5787	lúa màu tiếng vàng	438
5788	5788	xuân màu mùa cỏ	779
5789	5789	xuân màu mùa cỏ	779
5790	5790	bờ sông bến trăng thơ vầng	402
5791	5791	gió đời	1250
5792	5792	rừng lưng mây sương trăng vầng	50
5793	5793	sân quê mùa mưa vàng trưa	991
5794	5794	gió mây nắng mắt	302
5795	5795	thuyền xuân hè đời bến sóng	1127
5796	5796	hồng gió thơ	532
5797	5797	hè cánh nắng	737
5798	5798	lúa quê_hương thuyền	974
5799	5799	sông mùa vàng nắng	910
5800	5800	áo mưa	570
5801	5801	xuân màu đêm	1267
5802	5802	gió cõi mây bóng	2297
5803	5803	lúa hương gió cánh diều	308
5804	5804	gió lưng thuyền núi miền	129
5805	5805	cánh chim thơ	2575
5806	5806	gió cát bờ sóng	2422
5807	5807	bờ vai	1943
5808	5808	lưng gió thuyền sóng miền	129
5809	5809	cánh quê diều	1885
5810	5810	lối đường vương trưa nắng	300
5811	5811	sông đời	740
5812	5812	đêm đất_trời	2488
5813	5813	nắng chiều	466
5814	5814	hồng xuân vườn chim mưa nắng	427
5815	5815	bến biển quê sóng tiếng dòng	1987
5816	5816	lối mây chân nắng	457
5817	5817	xuân đời	2061
5818	5818	thuyền bến	399
5819	5819	chim cánh	194
5820	5820	thềm phượng đêm trăng trầu	416
5821	5821	hoa màu sương quê mưa dòng nắng	2526
5822	5822	hoa xuân thơ cỏ hồn	273
5823	5823	hoa cau	978
5824	5824	mưa áo sông	1326
5825	5825	gió bóng mưa	1190
5826	5826	đê cánh lối chân bến đò mắt	852
5827	5827	vạt gió đường chiều vàng lá nắng	1308
5828	5828	đời nắng	790
5829	5829	cau sân mùa mưa vàng trưa	991
5830	5830	lúa sóng vàng nắng	1378
5831	5831	sông bến đò	867
5832	5832	thềm hoa xuân sông vàng dòng	1687
5833	5833	đêm biển sóng	913
5834	5834	hương cánh đường mùa đông vương	915
5835	5835	sông quê	892
5836	5836	gió chiều mắt	1459
5837	5837	gió cánh sông chim diều dòng	1365
5838	5838	lúa hương cánh đường bóng quê hoàng_hôn chiều	264
5839	5839	gió bến trăng hoàng_hôn mùa	383
5840	5840	gió xuân đêm	1267
5841	5841	hoa đời lá	2427
5842	5842	hương cát vườn sương bóng	1984
5843	5843	sương đời đêm mùa	376
5844	5844	mây chân đường nắng	457
5845	5845	sương nắng	2274
5846	5846	chiều nắng	63
5847	5847	sông bến sóng	1679
5848	5848	tre trưa	1985
5849	5849	mây gió	1685
5850	5850	đời đêm miền	2579
5851	5851	núi sông	2127
5852	5852	lá mùa	1791
5853	5853	hạt hồn	1935
5854	5854	hồng thơ vàng	1651
5855	5855	mây núi chân	1032
5856	5856	rừng núi sông đò	665
5857	5857	mây đời biển sóng	2447
5858	5858	màu đời mắt	1575
5859	5859	hoa màu phượng tiếng	1527
5860	5860	cánh vườn sông quê	727
5861	5861	cát trăng biển sóng	1260
5862	5862	vườn hoa	1251
5863	5863	hương gió xuân núi	1498
5864	5864	trăng đường vầng	2135
5865	5865	lúa nắng	1080
5866	5866	hoa lưng màu núi vai	933
5867	5867	bóng nắng	63
5868	5868	thềm sương trăng biển môi	1023
5869	5869	mây hoa cánh	1083
5870	5870	làng chiều nắng	509
5871	5871	lúa hương bờ chim tiếng	1439
5872	5872	mái chân	2142
5873	5873	hương lối vườn mây quê bóng chiều vương	2367
5874	5874	rừng vàng lá	1388
5875	5875	lối mắt	312
5876	5876	đường bóng chiều lá	1828
5877	5877	hoa gió sương sông nắng	802
5878	5878	thuyền sương bến	1051
5879	5879	hoa chim	209
5880	5880	sương đời chiều	2219
5881	5881	hồng xuân phượng sông đời bến đò	382
5882	5882	trăng đêm sóng	1334
5883	5883	vàng lá	2071
5884	5884	lúa lối vườn sân tiếng vàng	1529
5885	5885	bóng hoa	2522
5886	5886	gió cau màu	2424
5887	5887	cánh cò nắng	212
5888	5888	thuyền cát áo bờ biển	984
5889	5889	hương vàng	711
5890	5890	thuyền bến	1625
5891	5891	hồng lúa mây sông dòng	936
5892	5892	biển quê_hương	1668
5893	5893	núi chân	479
5894	5894	vạt áo sóng miền	57
5895	5895	cỏ hồn	429
5896	5896	rừng hoa đời	381
5897	5897	vạt áo chân hoàng_hôn bóng chiều hồn	664
5898	5898	hồng mây sông mưa nắng	1305
5899	5899	sông bờ cò	86
5900	5900	vạt gió lối trăng	1833
5901	5901	màu mây nắng	1153
5902	5902	mây gió chiều	1310
5903	5903	biển đường	2445
5904	5904	hạt đời đất_trời dòng	1166
5905	5905	cánh quê lá	1885
5906	5906	lá chiều	1823
5907	5907	cõi biển hồn	971
5908	5908	đời hồn	455
5909	5909	hương hoa sắc gió thơ lá tiếng vàng vương	1341
5910	5910	lối đời	1738
5911	5911	hương mùa	2474
5912	5912	núi quê_hương	1413
5913	5913	sông trăng đêm bến vai	1621
5914	5914	nắng xuân	2549
5915	5915	hương quê tiếng dòng	2076
5916	5916	đường quê	507
5917	5917	gió xuân đêm	2195
5918	5918	hương hoa tóc sương vương chiều nắng	1195
5919	5919	lá mùa	55
5920	5920	gió dáng sông đường quê chiều sóng	630
5921	5921	rừng bóng	623
5922	5922	hoa chim	1063
5923	5923	sông trăng đêm	2540
5924	5924	trưa tre tiếng	1985
5925	5925	đê mái màu bờ	1923
5926	5926	hoa phượng sông đường quê_hương	996
5927	5927	hoa xuân vườn chim mắt	1677
5928	5928	hương hồn tóc vương nắng	432
5929	5929	hương biển sóng	1276
5930	5930	hoa dáng sông bến	311
5931	5931	bóng chiều	1079
5932	5932	bờ biển nắng	710
5933	5933	màu sông duyên mắt	1233
5934	5934	bờ môi diều	2490
5935	5935	lá hồn	2416
5936	5936	lưng hè diều tiếng trưa	969
5937	5937	bóng hoa	1921
5938	5938	tiếng diều	183
5939	5939	mây đường hồn	947
5940	5940	hoa chân đê	863
5941	5941	xuân thuyền trăng bến đò bóng chiều	2431
5942	5942	rừng gió tóc chiều lá	1398
5943	5943	hồng sông trăng sóng quê_hương dòng	2462
5944	5944	biển quê	2174
5945	5945	đất_trời mây gió	535
5946	5946	hương hoa xuân đường	475
5947	5947	xuân biển	1668
5948	5948	sông bến	1484
5949	5949	lá gió	747
5950	5950	trăng miền	396
5951	5951	thơ chùa làng lá	2131
5952	5952	chim nắng tiếng mắt	37
5953	5953	cánh biển mưa nắng	2361
5954	5954	bóng hè trưa tre	1175
5955	5955	cánh xuân vàng	1385
5956	5956	lá gió	2208
5957	5957	đời đường vai	1942
5958	5958	gió bờ ruộng sông đông chiều	884
5959	5959	gió cánh chiều sương bóng mùa cỏ mắt	2070
5960	5960	hương chiều	1330
5961	5961	rừng lá	247
5962	5962	cánh sông cò mùa mưa vàng nắng	1317
5963	5963	tiếng lá	18
5964	5964	lối đời	1738
5965	5965	sông quê	187
5966	5966	mây sông vàng dòng nắng	613
5967	5967	xuân đường vàng nắng	1671
5968	5968	hồng hương xuân đất_trời	798
5969	5969	sông bờ bến quê hồn	408
5970	5970	hoa tóc mây sông bến chiều nắng	2364
5971	5971	cánh gió xuân chim nắng	607
5972	5972	chim biển	105
5973	5973	hồng mây mưa nắng	1305
5974	5974	hương đời	2327
5975	5975	mưa cát	1092
5976	5976	màu đất_trời	803
5977	5977	gió vườn	261
5978	5978	thềm sương tiếng vàng lá	539
5979	5979	gió lưng thuyền núi sóng	129
5980	5980	lúa hương lưng lối	119
5981	5981	duyên quê	810
5982	5982	mắt chiều	1734
5983	5983	rừng gió mùa chiều tiếng lá	1038
5984	5984	hoa cau vườn	592
5985	5985	gió biển sóng tiếng	406
5986	5986	gió quê làng chiều nắng	575
5987	5987	lúa lối vàng	745
5988	5988	đời dòng nắng	945
5989	5989	hoa gió trưa nắng	1169
5990	5990	vương dáng	2334
5991	5991	biển sóng	177
5992	5992	hoa mây sông bến chiều nắng	2364
5993	5993	cánh gió	697
5994	5994	lúa hương hạt trăng nắng mắt	594
5995	5995	lối mắt	312
5996	5996	gió xuân	1643
5997	5997	hồn thơ	1847
5998	5998	cau vườn diều mùa chiều lá trầu	2503
5999	5999	đêm duyên biển sóng	87
6000	6000	sông mùa dòng	879
6001	6001	bờ sông bến mùa sóng	2132
6002	6002	sương gió	1340
6003	6003	gió quê mưa trưa	1232
6004	6004	mái xuân mùa lá trưa	2394
6005	6005	thềm gió đêm mưa tiếng	2343
6006	6006	hoa trăng chiều	2303
6007	6007	áo mây đất_trời	2023
6008	6008	núi mây	2051
6009	6009	đêm biển vầng	2552
6010	6010	hoa mưa	2366
6011	6011	lúa hương xuân ruộng quê	1157
6012	6012	cát trăng	1544
6013	6013	gió nắng chiều	466
6014	6014	gió tre hồn	1247
6015	6015	lúa gió bờ tre	735
6016	6016	mắt đời biển sóng	2245
6017	6017	đường sóng nắng	1656
6018	6018	xuân đường mưa chiều	857
6019	6019	hương lối vườn bóng quê chiều vương	2367
6020	6020	cau trầu	2163
6021	6021	cánh đêm thơ	166
6022	6022	rừng núi sông đò	665
6023	6023	cánh đường bóng chiều quê_hương	1372
6024	6024	hương đê mái đò làng phố	2058
6025	6025	cánh sông dòng	2382
6026	6026	núi sông biển	1950
6027	6027	cánh sông bến quê mùa làng	97
6028	6028	cò bóng đông	1585
6029	6029	đường quê_hương màu	240
6030	6030	dòng hồn	1589
6031	6031	rừng hoa	2251
6032	6032	lá hồn	350
6033	6033	mây nắng	689
6034	6034	sương chân mưa phố	1609
6035	6035	mây diều lá	2487
6036	6036	sông quê diều bóng vương	1319
6037	6037	cánh vườn	2355
6038	6038	lưng biển quê	1582
6039	6039	cát biển sóng	1044
6040	6040	hồng thuyền đời	1109
6041	6041	hương sông dòng	557
6042	6042	thuyền sông bến mưa sóng	2038
6043	6043	lúa hương mây quê chiều	2183
6044	6044	màu phố hồn	2065
6045	6045	lối núi chim trăng mưa chiều vầng	1379
6046	6046	cát trăng biển sóng	1260
6047	6047	làng mưa	818
6048	6048	hoa mùa phố	1883
6049	6049	lưng sông tre chiều mưa lá	116
6050	6050	hương xuân	869
6051	6051	biển đường	2445
6052	6052	hương gió quê miền	1492
6053	6053	gió xuân tiếng đất_trời mắt	1665
6054	6054	lúa ruộng sóng	229
6055	6055	bờ sân chân tre vàng trưa nắng	738
6056	6056	chùa đông chiều lá dòng nắng	1750
6057	6057	hạt đất_trời dòng	1166
6058	6058	hồng đời đêm thơ quê diều chiều tiếng	2214
6059	6059	mưa thơ	1553
6060	6060	gió xuân mùa	841
6061	6061	bến đò hoàng_hôn	1910
6062	6062	đời đêm	1394
6063	6063	sông bến đò	1467
6064	6064	hương gió đời quê chiều	1563
6065	6065	vạt biển hoàng_hôn chiều mắt	2307
6066	6066	quê chiều	1196
6067	6067	đêm hoàng_hôn bóng	1474
6068	6068	bờ trăng bến	1421
6069	6069	xuân mưa	1576
6070	6070	lúa xuân đông lá	873
6071	6071	quê chiều	1654
6072	6072	đời bóng nắng	752
6073	6073	bờ ruộng	781
6074	6074	biển đông sóng đất_trời	2453
6075	6075	vạt lối tre lá nắng	1800
6076	6076	hoa chân quê làng	1631
6077	6077	dáng chiều lá	2235
6078	6078	sông miền	2266
6079	6079	mùa làng chiều mắt	1056
6080	6080	xuân chim	209
6081	6081	mây núi chân	1032
6082	6082	mái xuân lá trưa	2394
6083	6083	hoa phượng sông đường	996
6084	6084	duyên chiều	829
6085	6085	lưng biển quê sóng	1582
6086	6086	hương quê dòng	2076
6087	6087	sông phố dòng nắng	371
6088	6088	cánh trăng hoàng_hôn vầng	1584
6089	6089	đất_trời quê	785
6090	6090	gió sương cò	2158
6091	6091	gió phượng lá hồn	2459
6092	6092	sương mây hồn	85
6093	6093	lá màu	290
6094	6094	đêm biển đông	2436
6095	6095	đời bóng mưa chiều	104
6096	6096	hoa cau áo	1858
6097	6097	hoa phố	861
6098	6098	cánh hoàng_hôn	2576
6099	6099	quê sông xuân	222
6100	6100	tóc mùa nắng trưa mắt	1891
6101	6101	ruộng đêm	297
6102	6102	núi sông đò phố	251
6103	6103	bờ môi sóng	1911
6104	6104	quê chiều sóng	1594
6105	6105	mùa xuân nắng	2545
6106	6106	mùa đêm	346
6107	6107	quê mùa đông nắng	586
6108	6108	sương mưa chiều	2469
6109	6109	bóng tre quê_hương	887
6110	6110	cau chiều mưa	1433
6111	6111	dáng núi biển hoàng_hôn bóng nắng	266
6112	6112	hương phượng lối	2257
6113	6113	gió thuyền đường mùa chiều lá	1002
6114	6114	hoa sắc xuân vườn nắng hồn	1075
6115	6115	áo thơ chiều vai nắng	2258
6116	6116	rừng hoa	381
6117	6117	trăng vàng	434
6118	6118	hoa dáng sông bến	311
6119	6119	mưa trưa	2570
6120	6120	trăng đêm tiếng	1130
6121	6121	sắc xuân mây tiếng	514
6122	6122	hồng sông đò đường dòng	2112
6123	6123	lúa xuân ruộng quê	1157
6124	6124	đất_trời gió vườn	1416
6125	6125	hoa mùa	1617
6126	6126	hoa hồn	1537
6127	6127	hương lối quê đông chiều dòng	1755
6128	6128	mây nắng trưa mắt	1997
6129	6129	sông trăng bến đêm	1621
6130	6130	trăng chiều	1569
6131	6131	sông bóng quê sóng	1262
6132	6132	lúa biển	1458
6133	6133	hoa xuân đời lá	462
6134	6134	thuyền mưa chiều trưa nắng	1131
6135	6135	phượng mùa nắng	751
6136	6136	tiếng vai vàng tóc	2467
6137	6137	gió nắng chiều	176
6138	6138	lưng hè tiếng trưa	969
6139	6139	hoa xuân chân lá	1222
6140	6140	hè sương bóng vàng	2048
6141	6141	sông mắt	232
6142	6142	xuân đường mưa chiều nắng	857
6143	6143	chiều tiếng phố	283
6144	6144	đêm nắng	451
6145	6145	bờ hoa	1084
6146	6146	hương đê gió sông ruộng	1179
6147	6147	xuân đời	2061
6148	6148	gió chiều	176
6149	6149	tóc dáng chiều vàng	1065
6150	6150	hoa mùa	760
6151	6151	hương chim quê nắng	2176
6152	6152	sông dòng	1975
6153	6153	lối sông thơ dòng	262
6154	6154	hồng cánh mắt	644
6155	6155	hoa cánh màu mưa nắng	2440
6156	6156	bến trăng sóng nắng	1974
6157	6157	dáng nắng miền	1574
6158	6158	cau trầu	2581
6159	6159	núi sông	1785
6160	6160	gió cát biển mưa hồn	1244
6161	6161	rừng mây	344
6162	6162	cỏ dáng	2544
6163	6163	lưng mây sóng	1429
6164	6164	gió thuyền đường mùa chiều lá	1002
6165	6165	vạt hoa sóng	1294
6166	6166	lối sương trăng bến đêm quê	1542
6167	6167	hoa thơ	2267
6168	6168	hè bóng tre trưa	1175
6169	6169	thuyền đời bến môi	1113
6170	6170	xuân vàng	453
6171	6171	vàng dòng mắt	288
6172	6172	cõi xuân hồn	2107
6173	6173	sương lá	98
6174	6174	lúa cánh chim làng vàng	426
6175	6175	sương mưa chiều	2469
6176	6176	cánh đường bóng chiều quê_hương	1372
6177	6177	hương sông bóng mùa tre lá nắng	2072
6178	6178	cánh hoa lưng	2413
6179	6179	thuyền màu	508
6180	6180	hoa cánh đời	1516
6181	6181	gió mây trăng	552
6182	6182	gió mưa vàng	1010
6183	6183	bờ đêm bến vai	2465
6184	6184	lưng mây	1486
6185	6185	bóng trăng thơ	2283
6186	6186	mùa xuân	2536
6187	6187	sân trăng	959
6188	6188	gió cát sông biển mưa	1244
6189	6189	chiều biển	1424
6190	6190	lúa hương hạt trăng làng nắng mắt	1801
6191	6191	sương tiếng	1375
6192	6192	lúa hương hạt trăng làng nắng	1801
6193	6193	hương hoa chiều đất_trời	2004
6194	6194	bờ sông vàng dòng	563
6195	6195	hoa áo	1636
6196	6196	đò làng quê_hương	946
6197	6197	gió bờ biển	710
6198	6198	cánh áo phượng tiếng	2001
6199	6199	hương rừng	2146
6200	6200	lúa hương gió sông cò quê mùa	1895
6201	6201	biển sóng	15
6202	6202	sông diều chiều nắng	1138
6203	6203	xuân lối lá	1097
6204	6204	quê làng hoa	1220
6205	6205	áo nắng	1874
6206	6206	sông chân đường sóng dòng	916
6207	6207	đêm phố	2102
6208	6208	trăng cò tre vầng lá	1528
6209	6209	gió hè đêm	387
6210	6210	đò sông	25
6211	6211	lúa thuyền bến biển diều	1151
6212	6212	sông dòng	917
6213	6213	hoa trăng quê bóng vương vai hồn	2129
6214	6214	bóng đời	1497
6215	6215	hoa trăng	2508
6216	6216	hương rừng núi sông	1165
6217	6217	cau quê mùa mưa vàng trưa	991
6218	6218	gió đường bóng tiếng	38
6219	6219	mái chân	2142
6220	6220	hoa sân đường	2335
6221	6221	áo chân ruộng đời quê	102
6222	6222	chân thơ sóng quê_hương	1408
6223	6223	trăng thơ chim tiếng nắng	2228
6224	6224	sông dòng quê	1307
6225	6225	gió chiều biển sóng	1143
6226	6226	màu quê vàng	1419
6227	6227	gió xuân đời thơ lá	1515
6228	6228	hạt đời hoa	144
6229	6229	chân trăng	1370
6230	6230	đêm mưa tiếng lá	596
6231	6231	lúa hương mùa	1099
6232	6232	vàng mùa nắng	2512
6233	6233	sông cánh cò	769
6234	6234	ruộng diều trầu mắt	379
6235	6235	chiều sóng nắng	1715
6236	6236	rừng nắng	2385
6237	6237	thơ chiều nắng	2090
6238	6238	thuyền vườn sông sóng dòng	1821
6239	6239	đêm tiếng vàng	464
6240	6240	thềm gió tóc nắng lá miền	1546
6241	6241	sông chân quê	688
6242	6242	xuân lối trăng đường	1078
6243	6243	mùa đông	1068
6244	6244	hương gió xuân	433
6245	6245	vàng nắng	1174
6246	6246	chiều sóng	2514
6247	6247	đê bờ chân bóng quê	1349
6248	6248	núi bờ hoa	609
6249	6249	sương đường mùa vai trầu	2242
6250	6250	sông bến sóng	2130
